index,Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
133,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,10029,NEW YORK,2122417981,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Above the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"ONE GUSTAVE L LEVY PLACE
NEW YORK, NY 10029
"
134,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,13503,ONEIDA,3157986000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,1,,Below the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"1656 CHAMPLIN AVENUE
UTICA, NY 13503
"
135,330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,13820,OTSEGO,6074322000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,"ONE NORTON AVENUE
ONEONTA, NY 13820
"
136,330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,13326,OTSEGO,6075473456,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"ONE ATWELL ROAD
COOPERSTOWN, NY 13326
"
137,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,5166747300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"101 ST ANDREWS LANE
GLEN COVE, NY 11542
"
138,330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,QUEENS,7184707000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,"270 - 05 76TH AVENUE
NEW HYDE PARK, NY 11040
"
139,330198,SOUTH NASSAU COMMUNITIES HOSPITAL,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,5166323000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Above the National average,,"ONE HEALTHY WAY
OCEANSIDE, NY 11572
"
140,330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,SULLIVAN,8457943300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,"68 HARRIS BUSHVILLE ROAD
HARRIS, NY 12742
"
141,330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,6314444000,Acute Care Hospitals,Government - State,TRUE,,2,,Above the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"HEALTH SCIENCES CENTER SUNY
STONY BROOK, NY 11794
"
142,331303,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,8081 ROUTE 97,CALLICOON,NY,12723,SULLIVAN,8458875530,Critical Access Hospitals,Government - Federal,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Not Available,Results are not available for this reporting period,"8081 ROUTE 97
CALLICOON, NY 12723
"
143,340030,DUKE UNIVERSITY HOSPITAL,PO BOX 3814 DUMC  ERWIN RD,DURHAM,NC,27710,DURHAM,9196848111,Acute Care Hospitals,Proprietary,TRUE,,4,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,Below the National average,,Same as the National average,,"PO BOX 3814 DUMC ERWIN RD
DURHAM, NC 27710
"
144,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,FORSYTH,3367162011,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Above the National average,,"MEDICAL CENTER BOULEVARD
WINSTON-SALEM, NC 27157
"
145,340127,GRANVILLE HEALTH SYSTEMS,COLLEGE ST BOX 947,OXFORD,NC,27565,GRANVILLE,9196903000,Acute Care Hospitals,Government - Local,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,"COLLEGE ST BOX 947
OXFORD, NC 27565
"
146,340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,VANCE,2524313708,Acute Care Hospitals,Proprietary,TRUE,,2,,Below the National average,,Above the National average,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Above the National average,,"PO BOX 59
HENDERSON, NC 27536
"
147,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,CATAWBA,8283263809,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Below the National average,,Same as the National average,,Above the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,"810 FAIRGROVE CHURCH RD
HICKORY, NC 28602
"
148,340156,CHEROKEE INDIAN HOSPITAL AUTHORITY,CALLER BOX C268,CHEROKEE,NC,28719,SWAIN,7044979163,Acute Care Hospitals,Government - Federal,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"CALLER BOX C268
CHEROKEE, NC 28719
"
149,341317,PIONEER COMMUNITY HOSPITAL OF STOKES,1570 NC 8 & 89 HWY NORTH,DANBURY,NC,27016,STOKES,3365932831,Critical Access Hospitals,Proprietary,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"1570 NC 8 &amp; 89 HWY NORTH
DANBURY, NC 27016
"
150,341320,ALLEGHANY COUNTY MEMORIAL HOSPITAL,617 DOCTORS STREET,SPARTA,NC,28675,ALLEGHANY,3363725511,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Not Available,Results are not available for this reporting period,"617 DOCTORS STREET
SPARTA, NC 28675
"
151,350063,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,PO BOX 160,BELCOURT,ND,58316,ROLETTE,7014776111,Acute Care Hospitals,Government - Federal,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PO BOX 160
BELCOURT, ND 58316
"
152,350064,STANDING ROCK INDIAN HEALTH SERVICE HOSPITAL,10 NORTH RIVER ROAD,FORT YATES,ND,58538,SIOUX,7018543831,Acute Care Hospitals,Government - Federal,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"10 NORTH RIVER ROAD
FORT YATES, ND 58538
"
153,351305,KENMARE COMMUNITY HOSPITAL,PO BOX 697,KENMARE,ND,58746,WARD,7013854296,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PO BOX 697
KENMARE, ND 58746
"
154,351312,NORTHWOOD DEACONESS HEALTH CENTER,PO BOX 190,NORTHWOOD,ND,58267,GRAND FORKS,7015876060,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PO BOX 190
NORTHWOOD, ND 58267
"
155,351318,CARRINGTON HEALTH CENTER,PO BOX 461,CARRINGTON,ND,58421,FOSTER,7016523141,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Above the National average,,Same as the National average,,"PO BOX 461
CARRINGTON, ND 58421
"
156,351319,PEMBINA COUNTY MEMORIAL HOSPITAL,BOX 380,CAVALIER,ND,58220,PEMBINA,7012658461,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,"BOX 380
CAVALIER, ND 58220
"
157,351331,TOWNER COUNTY MEDICAL CENTER,HWY 281 N,CANDO,ND,58324,TOWNER,7019684411,Critical Access Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"HWY 281 N
CANDO, ND 58324
"
158,360051,MIAMI VALLEY HOSPITAL,ONE WYOMING STREET,DAYTON,OH,45409,MONTGOMERY,9372088000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Above the National average,,Same as the National average,,Above the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"ONE WYOMING STREET
DAYTON, OH 45409
"
159,360076,ATRIUM MEDICAL CENTER,ONE MEDICAL CENTER DRIVE,FRANKLIN,OH,45005,WARREN,5134205102,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"ONE MEDICAL CENTER DRIVE
FRANKLIN, OH 45005
"
160,360098,LAKE HEALTH,7590 AUBURN ROAD,CONCORD,OH,44077,LAKE,4409539600,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Above the National average,,Above the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Above the National average,,"7590 AUBURN ROAD
CONCORD, OH 44077
(41.664251, -81.24466)"
161,360141,NORTHSIDE MEDICAL CENTER,500 GYPSY LANE,YOUNGSTOWN,OH,44501,MAHONING,3308841003,Acute Care Hospitals,Proprietary,TRUE,,2,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"500 GYPSY LANE
YOUNGSTOWN, OH 44501
(41.133639, -80.659424)"
162,360274,MEDICAL CENTER AT ELIZABETH PLACE,ONE ELIZABETH PLACE,DAYTON,OH,45417,MONTGOMERY,9378531053,Acute Care Hospitals,Government - Federal,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"ONE ELIZABETH PLACE
DAYTON, OH 45417
"
163,363306,DAYTON CHILDREN'S HOSPITAL,ONE CHILDRENS PLAZA,DAYTON,OH,45404,MONTGOMERY,9376413450,Childrens,Voluntary non-profit - Private,TRUE,,,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,Not Available,Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs,"ONE CHILDRENS PLAZA
DAYTON, OH 45404
"
164,370034,MCALESTER REGIONAL HEALTH CENTER AUTHORITY,ONE CLARK BASS BOULEVARD,MCALESTER,OK,74501,PITTSBURG,9184261800,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,,Below the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Below the National average,,"ONE CLARK BASS BOULEVARD
MCALESTER, OK 74501
"
165,370049,STILLWATER MEDICAL CENTER,1323 WEST 6TH STREET,STILLWATER,OK,74076,PAYNE,4053721480,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,4,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Above the National average,,Same as the National average,,"1323 WEST 6TH STREET
STILLWATER, OK 74076
"
166,370054,GRADY MEMORIAL HOSPITAL,2220 IOWA STREET,CHICKASHA,OK,73018,GRADY,4052242300,Acute Care Hospitals,Government - Hospital District or Authority,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,"2220 IOWA STREET
CHICKASHA, OK 73018
"
167,371311,JEFFERSON COUNTY HOSPITAL,INTERSECTION HYWS 81 & 70,WAURIKA,OK,73573,JEFFERSON,5802282344,Critical Access Hospitals,Government - Hospital District or Authority,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"INTERSECTION HYWS 81 &amp; 70
WAURIKA, OK 73573
"
168,371330,QUARTZ MOUNTAIN MEDICAL CENTER,ONE WICKERSHAM DRIVE,MANGUM,OK,73554,GREER,5807823353,Critical Access Hospitals,Proprietary,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"ONE WICKERSHAM DRIVE
MANGUM, OK 73554
"
169,371331,DRUMRIGHT REGIONAL HOSPITAL,610 WEST BYPASS,DRUMRIGHT,OK,74030,CREEK,9183822300,Critical Access Hospitals,Proprietary,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Above the National average,,Not Available,Results are not available for this reporting period,"610 WEST BYPASS
DRUMRIGHT, OK 74030
"
170,371332,SEILING MUNICIPAL HOSPITAL,US HIGHWAY 60,SEILING,OK,73663,DEWEY,5809227361,Critical Access Hospitals,Government - Local,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"US HIGHWAY 60
SEILING, OK 73663
"
171,381319,ST ANTHONY HOSPITAL,2801 ST ANTHONY WAY,PENDLETON,OR,97801,UMATILLA,5412765121,Critical Access Hospitals,Voluntary non-profit - Church,TRUE,,4,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"2801 ST ANTHONY WAY
PENDLETON, OR 97801
"
172,390013,EVANGELICAL COMMUNITY HOSPITAL,ONE HOSPITAL DRIVE,LEWISBURG,PA,17837,UNION,5705222200,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,"ONE HOSPITAL DRIVE
LEWISBURG, PA 17837
"
173,390025,KENSINGTON HOSPITAL,136 W DIAMOND STREET,PHILADELPHIA,PA,19122,PHILADELPHIA,2154268100,Acute Care Hospitals,Voluntary non-profit - Other,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"136 W DIAMOND STREET
PHILADELPHIA, PA 19122
"
174,390066,GOOD SAMARITAN HOSPITAL,FOURTH AND WALNUT STREETS,LEBANON,PA,17042,LEBANON,7172707500,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,,Below the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,Below the National average,,Below the National average,,"FOURTH AND WALNUT STREETS
LEBANON, PA 17042
"
175,390079,ROBERT PACKER HOSPITAL,ONE GUTHRIE SQUARE,SAYRE,PA,18840,BRADFORD,5708886666,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,,Same as the National average,,Below the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"ONE GUTHRIE SQUARE
SAYRE, PA 18840
"
176,390063,UPMC HAMOT,201 STATE STREET,ERIE,PA,16550,ERIE,8148776000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Same as the National average,,Same as the National average,,"201 STATE STREET
ERIE, PA 16550
(42.133331, -80.087825)"
177,390093,CLARION HOSPITAL,ONE HOSPITAL DRIVE,CLARION,PA,16214,CLARION,8142269500,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,"ONE HOSPITAL DRIVE
CLARION, PA 16214
"
178,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,PA,19104,PHILADELPHIA,2156623227,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,"34TH &amp; SPRUCE STS
PHILADELPHIA, PA 19104
"
179,390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,16365,WARREN,8147233300,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,3,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,Same as the National average,,"TWO CRESCENT PARK WEST
WARREN, PA 16365
"
180,390156,MERCY FITZGERALD HOSPITAL,LANSDOWNE & BAILY RDS,DARBY,PA,19023,DELAWARE,2152374000,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,2,,Same as the National average,,Below the National average,,Below the National average,,Below the National average,,Above the National average,,Below the National average,,Same as the National average,,"LANSDOWNE &amp; BAILY RDS
DARBY, PA 19023
"
181,390163,ACMH HOSPITAL,ONE NOLTE DRIVE,KITTANNING,PA,16201,ARMSTRONG,7245438500,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,Above the National average,,Same as the National average,,"ONE NOLTE DRIVE
KITTANNING, PA 16201
"
182,390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,16001,BUTLER,7242836666,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,4,,Same as the National average,,Above the National average,,Above the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"ONE HOSPITAL WAY
BUTLER, PA 16001
"
183,390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,DELAWARE,6104472000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,Below the National average,,Same as the National average,,"ONE MEDICAL CENTER BOULEVARD
UPLAND, PA 19013
"
184,390219,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,PA,15650,WESTMORELAND,7245371000,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,3,,Same as the National average,,Same as the National average,,Below the National average,,Same as the National average,,Same as the National average,,Above the National average,,Same as the National average,,"ONE MELLON WAY
LATROBE, PA 15650
"
185,390258,ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,PA,19047,BUCKS,2157502003,Acute Care Hospitals,Voluntary non-profit - Church,TRUE,,4,,Same as the National average,,Above the National average,,Below the National average,,Above the National average,,Above the National average,,Below the National average,,Same as the National average,,"LANGHORNE-NEWTOWN RD
LANGHORNE, PA 19047
"
186,393303,CHILDREN'S HOSPITAL OF PHILADELPHIA,34TH ST & CIVIC CENTER BLVD,PHILADELPHIA,PA,19104,PHILADELPHIA,2155903745,Childrens,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"34TH ST &amp; CIVIC CENTER BLVD
PHILADELPHIA, PA 19104
"
187,400004,"ASOCIACION HOSPITAL DEL MAESTRO, INC",SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,PR,936,SAN JUAN,7877586420,Acute Care Hospitals,Voluntary non-profit - Other,TRUE,,2,This hospitals star rating only includes data reported on inpatient services,Same as the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"SERGIO CUEVAS BUSTAMANTE STREET 550
SAN JUAN, PR 00936
"
188,400005,HIMA SAN PABLO HUMACAO,CALLE FONT MARTELO #3,HUMACAO,PR,791,HUMACAO,7878522424,Acute Care Hospitals,Proprietary,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"CALLE FONT MARTELO #3
HUMACAO, PR 00791
"
189,400006,DOCTORS' CENTER HOSPITAL SAN JUAN,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,PR,909,SAN JUAN,7877232950,Acute Care Hospitals,Proprietary,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Below the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"PDA. 20 C/ SAN RAFAEL # 1395
FERNANDEZ JUNCOS, PR 00909
"
190,400009,SANTA ROSA CLINIC,AVE. LOS VETERANOS #3 KM 135 7 EXIT TO ARROYO,GUAYAMA,PR,785,GUAYANILLA,7878640101,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"AVE. LOS VETERANOS #3 KM 135 7 EXIT TO ARROYO
GUAYAMA, PR 00785
"
191,400010,HOSPITAL GENERAL DE CASTANER,CARR 135 KM 64 2,CASTANER,PR,631,LARES,7878295010,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"CARR 135 KM 64 2
CASTANER, PR 00631
"
192,400012,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC,SAN JUAN,PR,935,SAN JUAN,7877634149,Acute Care Hospitals,Voluntary non-profit - Private,FALSE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC
SAN JUAN, PR 00935
"
193,400013,HOSPITAL MENONITA DE CAYEY,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,PR,737,CAYEY,7875351001,Acute Care Hospitals,Voluntary non-profit - Private,TRUE,,,There are too few measures or measure groups reported to calculate a star rating or measure group score,Same as the National average,,Not Available,Results are not available for this reporting period,Same as the National average,,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,Not Available,Results are not available for this reporting period,"BO. RINCON SECTOR LAS LOMAS KM.3.1 CARR 14
CAYEY, PR 00737
"
